calculate_winner,calculate_winner_range,calculate_home_wins_percentage_home,calculate_away_wins_percentage_away,calculate_wins_percentage_overall_home,calculate_wins_percentage_overall_away,calculate_average_home_points_home,calculate_average_away_points_away,points_in_paint_home,points_in_paint_away,average_points_home,average_points_away,calculate_average_home_allowed_points_home,calculate_average_away_allowed_points_away,average_fouls_home,average_fouls_away,fast_break_points_home,fast_break_points_away,average_steals_home,average_steals_away,average_blocks_home,average_blocks_away,average_technical_fouls_home,average_technical_fouls_away,consecutive_away_games_home,consecutive_away_games_away,average_possessions_home,average_possessions_away,average_home_possessions_home,average_away_possessions_away,home_offensive_rating_home,away_offensive_rating_away
320123006,1,1,0.75,0.38,0.59,0.40,97.62,90.00,37.76,36.93,91.88,92.87,87.38,95.12,20.41,19.73,12.82,11.00,9.71,6.73,4.53,5.00,1.41,0.87,4,4,109.83,108.31,111.97,109.38,87.18,82.28
320123009,0,-1,0.38,0.43,0.33,0.60,94.25,84.86,39.73,45.87,95.60,96.13,98.25,91.00,24.40,19.33,12.60,18.73,8.53,10.40,4.93,4.87,0.87,0.73,0,0,110.54,110.94,111.96,110.26,84.18,76.96
251207019,0,-2,0.44,0.44,0.41,0.50,89.22,95.67,7.88,8.06,85.06,94.44,91.78,98.44,21.59,25.50,12.18,16.44,6.00,6.69,4.12,3.81,0.76,1.00,0,0,89.64,97.35,90.36,97.23,98.74,98.40
320123015,0,-1,0.80,0.50,0.40,0.71,100.60,91.50,41.47,40.12,92.33,98.00,95.40,89.50,21.87,17.82,12.20,15.82,8.60,8.35,4.40,4.76,1.13,0.94,2,0,111.25,109.16,111.17,107.52,90.49,85.10
320123016,0,-2,0.44,0.25,0.44,0.56,96.78,95.12,35.75,42.75,95.19,97.38,95.00,103.50,20.38,20.81,8.75,15.06,8.00,6.88,4.06,5.00,0.75,0.44,2,0,112.22,110.02,112.54,110.37,86.00,86.18
320123020,1,3,0.88,0.00,0.69,0.12,101.12,82.33,41.38,41.50,99.75,89.00,82.62,100.67,17.25,20.69,17.38,18.62,9.38,8.50,5.31,7.69,0.69,1.31,1,0,107.55,113.05,106.72,111.03,94.75,74.15
320123022,1,2,0.86,0.20,0.56,0.35,104.71,85.90,39.50,40.71,96.69,90.41,94.57,104.20,21.25,19.12,11.50,15.59,8.56,8.29,4.88,4.06,0.81,0.88,6,2,110.61,112.79,110.77,114.70,94.53,74.89
320123025,1,3,0.86,0.12,0.81,0.24,103.14,82.62,40.25,38.47,99.19,85.29,96.14,93.50,21.19,19.18,16.19,10.29,7.44,7.00,6.75,3.82,1.06,0.35,3,0,111.73,108.74,113.70,107.33,90.71,76.98
400828909,1,2,0.61,0.36,0.50,0.39,105.74,107.09,43.94,49.64,101.90,106.73,100.10,110.36,19.44,20.67,11.43,17.72,7.24,8.88,3.56,4.40,0.76,0.93,0,0,100.10,104.48,100.57,104.77,105.14,102.21
270207001,0,-1,0.39,0.38,0.38,0.45,93.91,96.12,10.19,13.33,92.04,97.61,96.00,98.42,24.36,23.02,16.49,17.20,7.91,6.47,4.91,3.24,0.57,1.61,0,1,94.17,95.25,94.92,94.77,98.94,101.42
280305007,1,2,0.77,0.63,0.59,0.67,109.13,107.80,-1.00,-1.00,107.29,109.25,100.83,104.60,20.85,19.50,17.46,17.98,9.32,6.93,7.12,6.82,1.12,0.65,1,1,120.98,115.45,121.38,116.35,89.91,92.65
270207002,0,-2,0.17,0.40,0.26,0.48,95.57,98.72,11.23,10.31,96.68,96.71,99.65,103.40,24.43,21.92,16.66,15.60,6.79,6.96,4.94,5.85,0.91,1.42,1,0,96.95,94.90,96.32,96.93,99.22,101.85
400277892,1,1,0.60,0.14,0.36,0.27,92.80,97.43,9.82,11.91,88.55,95.36,92.60,103.57,19.91,20.55,13.64,17.09,5.36,8.64,4.55,2.45,0.55,0.45,0,0,94.71,97.44,93.60,97.92,99.15,99.50
280305010,1,3,0.70,0.40,0.66,0.40,97.63,102.50,-1.00,-1.00,96.71,103.17,90.73,105.60,19.69,23.92,8.15,13.23,7.36,7.42,5.46,5.00,0.69,1.50,0,0,112.53,120.36,112.49,121.17,86.79,84.59
400278765,1,1,0.58,0.28,0.48,0.49,103.91,95.86,16.61,14.25,101.49,97.77,100.55,102.19,20.94,21.65,16.03,17.20,7.91,8.29,5.35,6.45,0.68,0.62,0,2,98.35,95.31,97.53,96.14,106.54,99.71
291211029,0,-2,0.67,0.56,0.43,0.55,99.33,94.44,15.38,14.00,101.05,97.65,97.00,95.11,21.05,22.05,15.81,18.40,7.81,8.45,4.57,5.90,0.43,0.60,0,0,98.12,96.44,96.47,97.71,102.96,96.65
270414005,1,3,0.72,0.31,0.59,0.37,97.21,91.00,11.85,11.59,96.42,93.54,90.28,99.46,21.75,24.15,16.56,16.25,7.53,7.46,4.32,5.43,0.78,0.59,0,0,95.27,94.49,95.55,94.01,101.74,96.80
400578527,0,-2,0.00,0.62,0.00,0.71,96.75,101.38,14.80,13.76,89.93,109.06,107.88,96.75,22.40,20.29,23.60,12.24,9.87,7.41,4.80,5.65,0.73,0.65,0,1,99.60,95.89,99.52,94.32,97.22,107.49
280305012,1,2,0.34,0.29,0.33,0.45,92.41,97.90,-1.00,-1.00,93.64,101.28,96.59,104.55,21.67,22.42,8.34,11.92,7.03,7.87,4.91,4.05,0.74,0.92,0,0,111.68,116.63,110.74,115.97,83.45,84.42
270414010,1,2,0.67,0.34,0.63,0.47,96.10,94.32,7.18,12.16,96.44,95.06,89.49,97.68,20.85,19.80,15.16,15.47,7.09,6.39,4.18,4.25,1.01,1.10,3,0,94.03,94.64,92.84,95.36,103.51,98.91
270207007,0,-1,0.50,0.30,0.50,0.44,105.96,90.48,18.50,11.00,105.33,90.71,103.19,94.30,22.48,20.65,19.83,14.96,8.28,6.25,4.98,4.10,1.15,1.31,0,2,102.39,93.47,102.61,94.52,103.26,95.73
270414015,0,-3,0.44,0.30,0.34,0.40,101.51,95.83,12.86,9.39,99.77,96.74,102.15,103.75,22.33,24.19,17.59,16.39,7.11,7.67,2.76,4.56,0.86,1.16,1,1,96.63,97.07,95.74,97.69,106.03,98.10
270414020,0,-3,0.54,0.33,0.42,0.46,94.82,93.59,13.79,13.90,94.64,94.74,95.41,97.10,20.46,23.21,17.06,17.08,7.31,6.95,4.82,4.96,0.71,0.90,1,2,94.94,94.03,94.99,93.94,99.82,99.63
280305014,0,-3,0.21,0.48,0.19,0.54,94.71,98.03,-1.00,-1.00,93.81,99.95,100.14,97.31,20.67,19.90,10.45,7.97,7.34,6.85,4.38,4.03,0.98,0.39,3,2,111.24,108.09,112.56,109.40,84.14,89.61
270414022,1,1,0.44,0.28,0.39,0.39,95.38,98.77,6.18,11.92,93.90,99.43,96.05,104.38,23.54,21.97,15.39,16.95,6.82,7.82,4.66,3.67,0.92,0.80,1,1,93.25,96.23,92.61,96.00,102.99,102.89
270414026,0,-3,0.76,0.69,0.62,0.76,104.21,110.28,9.13,16.94,101.18,110.06,97.42,106.13,25.25,20.20,16.43,17.44,7.14,6.65,4.19,4.77,0.78,0.82,1,0,96.13,99.76,95.64,101.16,108.96,109.02
280305015,1,2,0.57,0.21,0.37,0.27,98.04,95.79,-1.00,-1.00,95.53,97.00,98.54,105.10,21.52,20.82,10.07,15.07,6.45,6.40,4.53,5.22,0.73,0.48,1,2,112.85,120.27,111.59,123.56,87.86,77.53
270414029,1,2,0.31,0.54,0.24,0.54,104.92,103.87,14.15,18.09,101.03,105.05,107.87,104.69,22.37,21.30,16.94,19.51,6.82,8.29,4.91,5.30,0.90,1.08,0,2,98.44,101.40,99.52,100.65,105.43,103.20
320418001,1,3,0.68,0.23,0.59,0.38,97.50,88.68,39.67,41.70,95.66,91.02,93.89,97.06,18.02,19.72,15.66,13.48,8.03,7.08,4.56,4.16,0.57,0.51,1,0,108.81,109.31,108.94,107.21,89.50,82.72
320418002,1,1,0.70,0.55,0.58,0.59,92.47,92.14,34.71,37.44,91.98,94.39,84.90,92.90,20.13,17.44,12.16,9.80,7.34,6.77,5.52,4.18,1.11,0.93,4,0,108.40,107.78,108.28,106.74,85.40,86.32
230306004,1,2,0.62,0.38,0.34,0.50,94.28,98.38,-1.00,-1.00,93.31,100.95,95.59,102.79,24.42,22.32,5.32,5.28,7.45,7.45,5.60,6.27,1.10,1.15,0,0,114.81,113.70,112.61,115.14,83.72,85.44
320418005,0,-3,0.33,0.43,0.33,0.51,92.97,93.64,42.07,38.98,93.27,93.23,99.93,92.71,20.40,17.62,10.62,15.74,7.18,7.98,3.98,5.10,0.38,0.66,1,0,111.35,103.68,109.28,105.74,85.08,88.56
320418006,1,2,0.68,0.40,0.55,0.52,96.52,95.90,37.39,41.05,95.63,98.26,92.23,99.93,18.84,20.31,12.05,13.39,8.61,7.44,5.24,4.95,1.00,0.57,4,0,109.63,110.87,109.07,111.02,88.49,86.38
320418007,0,-1,0.61,0.52,0.56,0.62,103.32,95.79,52.43,39.54,103.57,97.41,99.90,95.55,19.66,21.18,20.00,11.03,8.21,8.30,5.03,4.77,1.05,1.33,1,0,114.42,106.92,115.34,106.19,89.58,90.21
320418009,0,-2,0.40,0.47,0.37,0.63,99.83,95.70,38.03,42.29,98.35,97.03,101.57,98.23,21.68,16.97,13.07,9.56,8.07,5.77,5.52,5.29,0.53,1.16,0,0,109.43,109.82,109.84,108.51,90.89,88.19
320418014,1,3,0.86,0.33,0.72,0.35,101.83,89.97,43.00,37.06,100.07,91.24,90.86,95.47,19.65,23.37,14.52,9.68,9.03,6.48,5.42,4.87,0.65,0.68,2,0,110.40,107.97,109.18,109.49,93.27,82.17
320418017,0,-2,0.29,0.38,0.35,0.52,94.42,94.97,33.39,40.56,93.55,97.51,100.52,96.69,19.24,21.26,11.11,12.38,7.60,9.43,4.05,4.20,0.73,1.16,0,0,109.10,113.90,108.87,113.29,86.73,83.83
320306014,1,3,0.88,0.41,0.76,0.32,104.59,94.32,42.65,31.32,103.11,92.87,92.00,98.59,20.46,20.24,16.43,9.61,8.65,7.05,5.19,4.13,0.81,0.71,3,3,111.51,109.01,110.05,109.89,95.04,85.83
320418021,0,-2,0.62,0.63,0.52,0.72,100.55,99.53,40.36,41.87,98.38,102.70,96.55,97.23,18.77,20.26,12.93,15.84,6.66,7.56,5.62,8.02,0.89,1.02,0,2,109.40,113.14,107.08,113.10,93.90,88.00
230306022,0,-3,0.69,0.50,0.65,0.58,97.07,92.82,-1.00,-1.00,95.37,96.44,92.00,93.11,20.57,22.49,4.78,6.39,8.95,10.08,3.83,3.39,1.17,0.73,1,2,109.66,111.42,108.42,110.64,89.53,83.89
320418023,0,-3,0.50,0.63,0.33,0.73,101.37,100.30,47.64,44.53,98.15,102.30,103.33,98.80,19.64,17.32,18.36,12.93,8.52,7.40,4.75,4.43,0.79,0.50,0,2,113.49,109.65,112.67,108.41,89.97,92.52
230306024,1,2,0.82,0.40,0.69,0.62,96.21,93.73,-1.00,-1.00,94.54,96.10,87.14,93.03,20.75,21.98,4.27,6.82,7.42,8.84,6.81,4.77,0.98,1.00,0,1,110.10,111.01,109.04,109.20,88.23,85.83
301211004,1,3,0.80,0.08,0.62,0.26,102.40,98.42,15.62,11.35,99.43,102.61,98.40,111.92,21.48,24.17,16.95,17.91,8.14,6.96,5.86,6.17,0.95,0.39,0,0,98.52,102.24,98.80,103.39,103.64,95.19
320418027,1,2,0.27,0.47,0.25,0.48,93.90,97.50,42.30,41.33,92.98,99.28,98.90,96.40,21.26,19.42,17.61,13.60,7.75,8.30,6.49,4.95,0.82,0.88,1,0,111.70,111.26,112.05,112.08,83.80,86.99
260322002,1,2,0.56,0.35,0.41,0.37,97.53,98.94,11.72,10.48,98.01,100.64,95.59,102.26,25.07,23.58,15.16,15.28,6.91,6.37,5.13,3.31,0.72,0.64,0,1,96.50,95.03,95.34,94.74,102.30,104.43
320418030,0,-3,0.14,0.73,0.12,0.75,88.10,97.63,35.27,40.59,87.52,96.64,99.31,89.43,19.13,17.31,12.85,13.66,6.18,7.07,5.42,6.00,0.70,0.70,0,0,109.20,107.40,108.17,109.88,81.45,88.85
251212018,0,-3,0.50,0.56,0.32,0.61,95.33,94.22,7.68,13.78,91.89,97.94,94.33,98.78,25.58,24.67,16.05,15.33,7.42,7.67,3.95,3.17,0.95,0.89,3,0,96.64,96.72,98.26,96.58,97.02,97.56
251212020,1,1,0.64,0.56,0.48,0.67,104.45,92.67,11.67,9.50,102.43,93.50,100.45,90.44,22.14,22.61,17.33,15.56,7.57,6.44,5.10,6.33,1.00,0.89,1,0,97.48,91.11,98.88,90.85,105.63,102.00
280310005,1,2,0.67,0.34,0.57,0.52,100.17,94.12,-1.00,-1.00,97.48,95.86,97.67,99.31,21.52,20.11,11.92,7.63,7.49,5.65,5.00,4.49,0.57,0.75,0,2,113.91,108.08,113.66,108.69,88.13,86.59
280310006,1,3,0.87,0.20,0.63,0.29,103.93,94.97,-1.00,-1.00,99.79,95.54,96.10,104.27,21.84,21.48,13.08,8.90,5.95,6.08,4.81,2.43,0.89,0.60,0,0,110.28,113.24,112.20,114.09,92.63,83.24
280310010,1,3,0.72,0.35,0.68,0.41,98.50,94.68,-1.00,-1.00,97.45,94.00,91.16,102.19,19.50,23.08,8.24,12.56,7.39,6.51,5.42,4.68,0.71,0.97,0,4,112.18,112.77,112.36,112.39,87.66,84.24
320103013,1,2,0.75,0.00,0.50,0.50,93.50,94.00,42.67,38.50,92.50,97.00,82.50,108.50,23.67,20.25,9.67,13.75,6.67,6.75,6.33,5.75,1.00,1.25,1,0,110.01,105.85,109.91,111.03,85.07,84.66
280310014,0,-1,0.20,0.30,0.18,0.33,94.47,94.67,-1.00,-1.00,93.72,93.85,101.53,102.89,20.56,21.54,10.51,8.30,7.23,6.95,4.38,4.92,0.98,0.75,1,0,111.22,112.09,112.62,112.99,83.88,83.79
260322005,1,1,0.71,0.18,0.57,0.28,98.06,93.79,12.27,13.41,96.90,95.96,90.76,101.21,20.85,24.04,14.66,19.03,6.75,10.13,4.81,4.28,0.75,0.88,0,0,93.67,98.17,93.13,97.22,105.29,96.47
301216002,1,2,0.91,0.62,0.83,0.62,101.18,96.31,14.33,14.81,101.46,98.08,92.73,94.62,20.96,19.77,18.25,15.50,8.21,6.00,4.46,4.58,1.17,0.42,3,1,94.90,93.70,95.33,93.64,106.14,102.85
280310019,1,2,0.60,0.23,0.62,0.42,103.83,91.06,-1.00,-1.00,104.44,95.90,99.03,98.71,20.86,20.82,12.33,16.37,6.22,7.50,4.20,5.73,0.91,0.45,0,0,112.00,114.67,111.10,114.46,93.46,79.56
280310020,0,-2,0.55,0.72,0.48,0.80,97.19,101.28,-1.00,-1.00,96.38,100.70,91.61,93.28,19.83,22.54,17.65,10.97,8.56,8.69,4.83,4.54,0.57,1.36,1,1,113.13,111.01,112.66,111.12,86.27,91.14
301216007,0,-1,0.92,0.89,0.62,0.88,111.33,104.44,12.50,17.38,106.83,105.83,104.67,96.33,21.71,18.29,14.12,17.46,7.17,8.96,4.00,5.04,1.58,0.75,0,0,99.99,97.26,100.97,98.40,110.26,106.14
280310024,1,1,0.84,0.40,0.69,0.60,97.13,105.37,-1.00,-1.00,95.90,107.58,88.32,109.33,18.98,20.87,9.21,17.65,6.55,9.19,4.05,6.95,0.63,1.11,2,1,107.56,120.55,107.45,120.27,90.40,87.61
301211010,1,2,0.56,0.27,0.36,0.32,104.11,97.27,15.23,14.82,104.64,93.86,100.78,108.45,21.14,19.45,17.09,13.50,7.05,6.05,4.86,3.45,0.77,0.73,1,0,100.12,96.49,98.14,97.58,106.08,99.68
240202001,0,-1,0.39,0.26,0.31,0.44,91.83,91.53,-1.00,-1.00,88.35,96.20,92.30,98.21,22.33,22.49,4.29,3.62,7.08,7.20,5.46,4.73,0.85,0.84,0,2,110.88,112.78,110.81,112.58,82.87,81.30
240202003,0,-3,0.61,0.50,0.55,0.56,91.83,87.62,-1.00,-1.00,91.26,88.93,88.74,89.38,21.17,20.78,5.62,5.93,9.34,8.98,4.13,4.00,1.06,0.71,0,3,108.29,107.62,106.61,104.87,86.14,83.55
240202007,1,3,0.69,0.27,0.57,0.47,99.92,87.18,-1.00,-1.00,97.00,91.33,93.12,93.73,21.96,19.04,7.78,3.96,9.22,6.84,7.02,4.16,0.61,1.02,1,0,113.79,106.16,114.47,106.44,87.29,81.91
240202011,1,2,0.79,0.40,0.73,0.64,89.75,97.65,-1.00,-1.00,89.71,98.18,81.83,101.80,21.19,21.41,3.79,4.89,8.73,8.52,5.42,4.25,0.85,1.11,0,1,106.53,111.14,105.13,112.15,85.37,87.07
240202014,0,-1,0.67,0.57,0.44,0.67,88.81,88.00,-1.00,-1.00,86.56,89.31,85.86,86.30,22.38,20.33,3.94,4.35,6.92,7.46,3.62,6.69,0.67,0.56,1,0,104.79,107.53,104.62,108.97,84.89,80.76
301029021,0,-2,0,0,0.50,1.00,0,0,13.00,12.00,101.00,112.00,0,0,22.00,24.00,17.00,20.00,7.00,11.00,4.00,4.00,2.00,2.00,2,0,96.38,107.30,0,0,0.0,0.0
261108002,1,1,0.00,0.00,0.00,0.33,87.50,83.00,12.67,13.67,97.33,91.33,96.00,96.00,27.00,31.00,11.33,18.33,3.67,6.00,3.67,8.00,1.67,1.33,1,0,99.02,97.41,97.01,95.78,90.20,86.66
250224006,1,2,0.65,0.54,0.69,0.63,104.19,99.54,11.90,9.17,102.65,102.94,98.38,100.88,22.10,20.63,16.44,15.65,8.54,8.19,5.52,3.83,0.79,0.70,5,0,97.07,97.31,97.75,97.24,106.59,102.37
261108007,0,-1,0.00,0.50,0.00,0.25,109.00,105.00,19.00,14.25,102.00,99.50,112.00,109.50,27.00,28.00,23.00,17.25,6.50,5.50,4.50,2.75,2.50,2.00,0,0,105.04,102.39,101.83,106.62,107.04,98.48
240202025,1,2,0.54,0.21,0.49,0.27,99.33,90.83,-1.00,-1.00,97.64,89.46,98.08,99.42,21.29,22.92,4.82,4.77,8.82,8.40,5.53,4.29,0.91,0.90,0,4,110.71,112.09,108.91,112.74,91.20,80.57
240202026,0,-3,0.76,0.54,0.51,0.63,93.88,88.08,-1.00,-1.00,90.81,89.98,88.84,84.21,24.98,20.39,4.60,3.49,7.00,7.86,6.26,6.67,0.83,0.53,2,0,109.02,108.57,107.20,109.52,87.57,80.42
261108012,1,3,1.00,0.00,0.75,0.00,104.00,76.00,6.25,9.67,104.00,90.33,97.33,107.00,24.25,24.67,14.00,14.67,5.50,5.33,6.50,4.33,1.50,2.67,0,0,101.28,93.69,101.78,90.03,102.18,84.42
240202029,1,1,0.70,0.22,0.54,0.44,97.43,89.13,-1.00,-1.00,95.93,93.87,90.00,96.00,23.43,20.42,6.15,3.82,9.67,7.22,7.28,4.29,0.80,0.60,1,0,110.80,109.55,110.63,108.16,88.07,82.41
261108015,0,-1,1.00,0.33,0.50,0.50,104.00,91.00,12.00,7.00,96.50,95.00,91.00,94.33,21.00,23.75,18.50,20.50,6.50,10.00,2.25,3.25,1.25,0.75,1,2,97.75,92.49,92.92,92.90,111.92,97.95
261108017,1,2,1.00,1.00,0.50,1.00,102.00,108.00,19.00,9.25,93.50,106.00,92.00,104.00,23.50,28.25,14.50,15.25,3.50,6.50,3.50,4.00,0.50,0.50,1,0,100.43,97.19,104.40,105.15,97.70,102.71
290206003,1,2,0.67,0.37,0.61,0.37,96.17,95.41,10.63,7.73,95.80,97.41,91.00,100.19,20.57,19.61,15.91,14.84,7.57,6.33,4.28,4.86,0.98,0.75,0,0,90.53,94.02,89.88,94.46,107.00,101.01
261108022,1,2,1.00,0.50,0.50,0.80,88.00,105.50,7.00,10.60,94.00,107.60,86.00,107.50,24.75,21.40,15.00,18.80,5.50,7.00,5.25,5.20,1.25,1.40,1,0,92.71,99.66,88.55,99.12,99.38,106.44
261108023,1,2,1.00,0.50,0.50,0.50,93.00,101.00,9.75,6.50,89.00,98.50,81.00,95.50,21.50,22.75,21.25,15.00,11.75,4.50,3.25,7.00,1.50,2.50,0,1,98.67,92.08,97.40,91.86,95.48,109.95
261108024,1,1,0.00,0.00,0.75,0.25,81.00,107.00,9.25,17.00,96.50,107.50,88.00,114.00,22.50,26.50,14.25,17.00,5.00,6.00,3.25,4.50,0.75,1.00,2,1,94.25,102.48,93.15,103.53,86.96,103.35
291113012,0,-2,0.33,0.25,0.33,0.50,93.33,109.75,13.67,10.50,96.44,108.12,99.50,116.25,22.33,25.50,13.33,15.88,8.11,5.00,7.67,5.25,0.78,1.12,0,0,97.46,96.53,96.37,96.21,96.85,114.07
290206011,1,1,0.54,0.75,0.38,0.77,108.00,103.83,12.82,11.29,104.62,102.88,105.71,97.00,23.72,20.08,16.02,14.58,7.00,7.17,5.04,5.33,1.24,0.83,1,0,101.51,95.28,103.25,95.84,104.60,108.34
261108028,1,1,0.50,0.50,0.33,0.75,101.50,95.50,16.00,14.50,98.33,96.50,97.50,100.00,20.67,23.25,16.33,16.25,7.67,8.25,4.67,5.75,0.00,1.00,0,1,100.17,92.56,94.50,94.38,107.41,101.19
290206018,0,-2,0.56,0.71,0.44,0.80,107.64,96.58,10.77,12.08,104.29,101.47,107.48,90.62,20.25,23.25,17.12,18.61,7.19,8.45,2.44,4.94,0.67,1.37,0,0,100.86,94.58,101.03,93.91,106.54,102.84
290206021,1,2,0.57,0.19,0.55,0.32,106.13,101.93,13.34,17.40,104.66,106.70,102.74,112.22,20.45,22.08,14.64,16.24,6.38,7.88,4.91,6.58,1.34,0.86,1,0,97.44,102.76,96.65,102.12,109.81,99.81
290206023,0,-1,0.33,0.33,0.22,0.56,100.75,98.96,12.30,12.24,98.98,102.32,107.58,103.29,23.90,22.36,16.30,19.00,6.68,8.78,3.90,4.76,0.80,0.54,1,0,98.79,96.28,100.01,97.53,100.74,101.47
290206025,1,2,0.31,0.48,0.22,0.62,96.81,95.96,14.88,9.35,97.12,98.67,100.12,96.60,20.86,20.92,14.90,16.17,6.82,6.94,4.57,4.81,0.37,0.85,0,2,98.26,90.20,97.57,90.04,99.22,106.57
260125002,0,-1,0.62,0.37,0.41,0.46,97.90,97.26,11.24,15.92,99.02,100.36,95.10,102.05,25.46,22.90,15.61,17.15,6.61,7.82,5.68,4.31,0.76,0.49,0,0,97.64,97.47,95.77,97.26,102.22,100.00
290206027,0,-3,0.28,0.57,0.20,0.67,95.48,101.70,9.53,17.37,94.00,104.33,100.72,100.74,20.39,22.49,15.80,18.10,7.53,9.06,3.96,5.86,0.47,1.20,0,1,93.93,98.57,93.96,96.81,101.62,105.05
290206029,0,-3,0.37,0.21,0.27,0.20,93.70,95.62,12.23,10.84,93.54,93.04,97.63,104.42,21.92,20.98,17.08,14.78,7.73,6.96,4.23,6.31,0.65,0.73,0,4,94.12,95.89,93.14,97.76,100.60,97.81
290206030,0,-1,0.50,0.40,0.40,0.58,92.54,97.12,9.90,16.27,91.83,98.60,92.15,99.12,22.35,20.23,17.08,15.67,7.10,7.56,4.71,4.62,0.69,0.79,5,2,92.79,93.52,93.57,94.15,98.90,103.15
260125008,1,1,0.89,0.50,0.87,0.53,104.68,96.40,11.95,13.47,99.79,96.83,92.63,100.35,19.26,24.05,13.77,15.43,6.36,7.03,5.97,3.30,0.77,0.88,1,0,90.60,96.08,92.14,96.14,113.61,100.27
260125009,0,-2,0.50,0.73,0.47,0.76,101.64,99.14,15.00,13.83,99.15,99.73,99.23,96.05,23.70,23.17,15.03,14.90,7.47,7.51,4.22,6.15,0.95,0.83,0,3,97.55,92.95,97.88,94.61,103.84,104.79
260125010,1,3,0.19,0.17,0.35,0.26,83.69,94.00,6.58,14.24,89.42,95.21,88.44,100.70,24.07,24.19,13.05,19.93,6.72,10.62,3.80,4.86,1.05,0.88,3,2,91.28,98.72,90.22,97.41,92.76,96.50
260125012,1,2,0.67,0.48,0.58,0.56,97.95,93.52,8.50,13.33,96.87,95.46,94.00,95.19,23.37,24.46,11.42,15.87,6.16,6.97,6.39,3.41,0.66,1.00,1,1,95.95,93.96,95.17,93.85,102.92,99.65
281031002,1,3,1.00,0,1.00,1.00,90.00,0,4.00,20.00,90.00,108.00,85.00,0,28.00,18.00,14.00,29.00,10.00,9.00,0.00,6.00,3.00,1.00,0,0,97.15,94.90,97.15,0,92.64,0.0
260125022,0,-1,0.48,0.45,0.36,0.56,92.33,95.00,9.64,21.35,88.69,100.67,95.76,98.35,22.28,23.37,12.51,16.26,6.03,8.49,5.67,6.00,0.77,0.98,0,0,91.08,99.18,91.42,97.83,101.00,97.11
260125026,0,-3,0.50,0.35,0.50,0.40,89.45,100.20,9.90,12.05,90.00,102.08,89.90,109.30,26.00,24.95,15.05,16.55,6.60,7.75,6.10,3.02,0.88,0.80,0,1,92.36,96.07,91.58,97.20,97.67,103.09
281031012,0,-2,0.00,0.00,0.00,0.00,79.00,94.00,13.00,13.00,79.00,94.00,117.00,98.00,29.00,27.00,16.00,15.00,9.00,12.00,5.00,3.00,2.00,0.00,0,1,96.92,96.30,96.92,96.30,81.51,97.61
260125029,1,3,0.68,0.33,0.60,0.49,90.42,89.72,9.22,9.21,89.97,91.31,84.32,92.44,21.93,21.87,16.02,14.28,7.55,6.38,5.40,6.18,0.55,0.85,4,0,90.27,91.61,89.85,91.63,100.63,97.92
281031014,1,3,0,0.00,0.00,0.00,0,96.00,14.00,7.00,115.00,96.00,0,98.00,26.00,20.00,12.00,6.00,8.00,2.00,2.00,8.00,0.00,0.00,1,1,108.67,97.88,0,97.88,0.0,98.08
271130001,0,-1,0.57,0.78,0.43,0.62,102.14,96.33,-1.00,-1.00,94.36,96.19,100.14,91.89,20.64,19.69,13.57,10.56,8.07,7.69,6.21,3.94,0.57,0.62,0,0,114.00,110.13,115.51,112.29,88.43,85.79
400828474,0,-1,0.12,0.40,0.10,0.59,92.65,102.33,43.75,40.38,92.90,102.14,106.41,105.07,21.55,18.76,11.62,10.32,8.00,6.16,6.55,6.59,0.53,0.46,0,1,100.54,101.89,99.66,101.69,92.97,100.63
281031020,1,3,0.00,0,0.00,1.00,84.00,0,18.00,14.00,84.00,120.00,95.00,0,16.00,28.00,4.00,17.00,3.00,7.00,8.00,0.00,0.00,1.00,0,0,92.30,105.58,92.30,0,91.01,0.0
281031022,1,1,0,0,0.00,0.00,0,0,4.00,6.00,76.00,98.00,0,0,17.00,24.00,21.00,8.00,8.00,4.00,3.00,3.00,0.00,0.00,1,0,91.65,89.03,0,0,0.0,0.0
400827949,1,2,0.50,0.00,0.80,0.00,95.50,83.00,46.40,41.50,99.00,90.50,100.00,101.50,18.00,20.00,16.80,7.50,9.60,5.75,3.80,4.50,0.00,0.25,2,0,99.81,97.36,98.79,94.34,96.67,87.98
300102002,1,2,0.71,0.29,0.74,0.48,102.64,102.76,13.32,13.91,100.45,103.55,93.21,109.76,21.87,23.61,17.55,16.21,8.90,5.76,5.32,5.15,1.42,0.82,4,0,95.10,96.19,94.81,96.02,108.26,107.02
300102003,1,1,0.80,0.53,0.47,0.61,98.87,99.11,13.87,15.21,97.97,100.48,96.80,99.89,19.97,20.88,15.77,16.82,7.40,7.30,4.10,3.82,0.60,0.52,0,0,96.08,97.62,95.39,98.09,103.65,101.04
281031028,1,1,0,0,1.00,0.00,0,0,4.00,12.00,95.00,103.00,0,0,23.00,26.00,26.00,18.00,8.00,10.00,5.00,5.00,0.00,0.00,1,0,89.08,100.20,0,0,0.0,0.0
281031029,1,1,0,0,0.00,0.00,0,0,8.00,8.00,71.00,85.00,0,0,22.00,28.00,11.00,17.00,7.00,9.00,6.00,11.00,1.00,1.00,1,0,89.17,97.83,0,0,0.0,0.0
310129015,1,2,0.50,0.12,0.41,0.30,91.20,92.00,9.82,11.19,91.75,92.64,90.85,101.56,21.20,22.85,16.77,12.83,6.84,5.17,5.30,4.62,0.70,0.62,1,1,94.04,94.06,93.50,93.32,97.54,98.59
